Date,Close
6/4/2015 16:00:00,26.8
6/5/2015 16:00:00,25.91
6/8/2015 16:00:00,25.84
6/9/2015 16:00:00,24.41
6/10/2015 16:00:00,23.7
6/11/2015 16:00:00,23.66
6/12/2015 16:00:00,23.55
6/15/2015 16:00:00,24.03
6/16/2015 16:00:00,23.94
6/17/2015 16:00:00,24.53
6/18/2015 16:00:00,25
6/19/2015 16:00:00,24.65
6/22/2015 16:00:00,23.95
6/23/2015 16:00:00,24.13
6/24/2015 16:00:00,24.12
6/25/2015 16:00:00,23.94
6/26/2015 16:00:00,23.83
6/29/2015 16:00:00,23.53
6/30/2015 16:00:00,23.36
7/1/2015 16:00:00,23.13
7/2/2015 16:00:00,23.67
7/6/2015 16:00:00,23.86
7/7/2015 16:00:00,22.41
7/8/2015 16:00:00,22.52
7/9/2015 16:00:00,22.59
7/10/2015 16:00:00,22.52
7/13/2015 16:00:00,22.5
7/14/2015 16:00:00,22.15
7/15/2015 16:00:00,21.8
7/16/2015 16:00:00,21.38
7/17/2015 16:00:00,20.69
7/20/2015 16:00:00,18.16
7/21/2015 16:00:00,18.74
7/22/2015 16:00:00,18.52
7/23/2015 16:00:00,17.6
7/24/2015 16:00:00,17.8
7/27/2015 16:00:00,17.22
7/28/2015 16:00:00,17.64
7/29/2015 16:00:00,17.67
7/30/2015 16:00:00,17.29
7/31/2015 16:00:00,17.17
8/3/2015 16:00:00,16.42
8/4/2015 16:00:00,16.4
8/5/2015 16:00:00,16.35
8/6/2015 16:00:00,16.36
8/7/2015 16:00:00,16.14
8/10/2015 16:00:00,16.95
8/11/2015 16:00:00,17.03
8/12/2015 16:00:00,18.14
8/13/2015 16:00:00,17.49
8/14/2015 16:00:00,17.35
8/17/2015 16:00:00,17.85
8/18/2015 16:00:00,17.54
8/19/2015 16:00:00,17.93
8/20/2015 16:00:00,18.55
8/21/2015 16:00:00,18.14
8/24/2015 16:00:00,16.89
8/25/2015 16:00:00,16.17
8/26/2015 16:00:00,15.81
8/27/2015 16:00:00,16.7
8/28/2015 16:00:00,17.17
8/31/2015 16:00:00,17.07
9/1/2015 16:00:00,16.73
9/2/2015 16:00:00,16.21
9/3/2015 16:00:00,16.19
9/4/2015 16:00:00,15.7
9/8/2015 16:00:00,15.96
9/9/2015 16:00:00,15.62
9/10/2015 16:00:00,15.56
9/11/2015 16:00:00,16.24
9/14/2015 16:00:00,15.89
9/15/2015 16:00:00,15.97
9/16/2015 16:00:00,16.94
9/17/2015 16:00:00,17.24
9/18/2015 16:00:00,16.98
9/21/2015 16:00:00,16.63
9/22/2015 16:00:00,15.59
9/23/2015 16:00:00,15.55
9/24/2015 16:00:00,16.78
9/25/2015 16:00:00,16.59
9/28/2015 16:00:00,16.02
9/29/2015 16:00:00,15.82
9/30/2015 16:00:00,16.07
10/1/2015 16:00:00,15.84
10/2/2015 16:00:00,17.07
10/5/2015 16:00:00,17.95
10/6/2015 16:00:00,18.35
10/7/2015 16:00:00,18.94
10/8/2015 16:00:00,18.66
10/9/2015 16:00:00,18.93
10/12/2015 16:00:00,18.45
10/13/2015 16:00:00,18.37
10/14/2015 16:00:00,19.47
10/15/2015 16:00:00,19.3
10/16/2015 16:00:00,18.99
10/19/2015 16:00:00,18.55
10/20/2015 16:00:00,18.84
10/21/2015 16:00:00,18.42
10/22/2015 16:00:00,19.03
10/23/2015 16:00:00,19.55
10/26/2015 16:00:00,18.8
10/27/2015 16:00:00,18.77
10/28/2015 16:00:00,19.15
10/29/2015 16:00:00,19.89
10/30/2015 16:00:00,19.46
11/2/2015 16:00:00,19.63
11/3/2015 16:00:00,19.22
11/4/2015 16:00:00,19.01
11/5/2015 16:00:00,17.5
11/6/2015 16:00:00,17.54
11/9/2015 16:00:00,17.86
11/10/2015 16:00:00,17.46
11/11/2015 16:00:00,17.79
11/12/2015 16:00:00,17.33
11/13/2015 16:00:00,17.5
11/16/2015 16:00:00,17.63
11/17/2015 16:00:00,16.88
11/18/2015 16:00:00,17.63
11/19/2015 16:00:00,18.05
11/20/2015 16:00:00,17.68
11/23/2015 16:00:00,17.56
11/24/2015 16:00:00,18
11/25/2015 16:00:00,17.91
11/27/2015 16:00:00,17.39
11/30/2015 16:00:00,18.41
12/1/2015 16:00:00,18.39
12/2/2015 16:00:00,17.85
12/3/2015 16:00:00,18.73
12/4/2015 16:00:00,20.46
12/7/2015 16:00:00,19.75
12/8/2015 16:00:00,19.38
12/9/2015 16:00:00,19.6
12/10/2015 16:00:00,19.43
12/11/2015 16:00:00,19.13
12/14/2015 16:00:00,18.35
12/15/2015 16:00:00,18.4
12/16/2015 16:00:00,19.08
12/17/2015 16:00:00,17.61
12/18/2015 16:00:00,17.71
12/21/2015 16:00:00,17.65
12/22/2015 16:00:00,17.8
12/23/2015 16:00:00,18.14
12/24/2015 16:00:00,18.54
12/28/2015 16:00:00,17.91
12/29/2015 16:00:00,18.03
12/30/2015 16:00:00,17.77
12/31/2015 16:00:00,17.99
1/4/2016 16:00:00,18.44
1/5/2016 16:00:00,18.42
1/6/2016 16:00:00,18.56
1/7/2016 16:00:00,18.86
1/8/2016 16:00:00,18.01
1/11/2016 16:00:00,17.01
1/12/2016 16:00:00,17.01
1/13/2016 16:00:00,17.48
1/14/2016 16:00:00,17.27
1/15/2016 16:00:00,17.7
1/19/2016 16:00:00,16.31
1/20/2016 16:00:00,16.56
1/21/2016 16:00:00,16.69
1/22/2016 16:00:00,16.68
1/25/2016 16:00:00,17.67
1/26/2016 16:00:00,18.5
1/27/2016 16:00:00,19.44
1/28/2016 16:00:00,19.53
1/29/2016 16:00:00,19.96
2/1/2016 16:00:00,20.55
2/2/2016 16:00:00,20.07
2/3/2016 16:00:00,22.34
2/4/2016 16:00:00,23.38
2/5/2016 16:00:00,24.41
2/8/2016 16:00:00,25.19
2/9/2016 16:00:00,24.3
2/10/2016 16:00:00,24.31
2/11/2016 16:00:00,25.04
2/12/2016 16:00:00,25.78
2/16/2016 16:00:00,24.56
2/17/2016 16:00:00,24.84
2/18/2016 16:00:00,25.07
2/19/2016 16:00:00,24.84
2/22/2016 16:00:00,25.12
2/23/2016 16:00:00,25.39
2/24/2016 16:00:00,25.58
2/25/2016 16:00:00,25.85
2/26/2016 16:00:00,25.35
2/29/2016 16:00:00,25.83
3/1/2016 16:00:00,25.39
3/2/2016 16:00:00,26.24
3/3/2016 16:00:00,26.82
3/4/2016 16:00:00,26.11
3/7/2016 16:00:00,26.53
3/8/2016 16:00:00,25.89
3/9/2016 16:00:00,26.14
3/10/2016 16:00:00,27.35
3/11/2016 16:00:00,26.68
3/14/2016 16:00:00,26.13
3/15/2016 16:00:00,26.37
3/16/2016 16:00:00,27.55
3/17/2016 16:00:00,27.46
3/18/2016 16:00:00,27.79
3/21/2016 16:00:00,27.79
3/22/2016 16:00:00,27.39
3/23/2016 16:00:00,24.98
3/24/2016 16:00:00,25.4
3/28/2016 16:00:00,25.7
3/29/2016 16:00:00,26.95
3/30/2016 16:00:00,26.75
3/31/2016 16:00:00,26.58
4/1/2016 16:00:00,26.62
4/4/2016 16:00:00,26.3
4/5/2016 16:00:00,27.3
4/6/2016 16:00:00,27.74
4/7/2016 16:00:00,27.96
4/8/2016 16:00:00,29.1
4/11/2016 16:00:00,31.11
4/12/2016 16:00:00,30.63
4/13/2016 16:00:00,29.48
4/14/2016 16:00:00,28.68
4/15/2016 16:00:00,29.37
4/18/2016 16:00:00,29.46
4/19/2016 16:00:00,30.91
4/20/2016 16:00:00,30.45
4/21/2016 16:00:00,32.19
4/22/2016 16:00:00,31.23
4/25/2016 16:00:00,31.11
4/26/2016 16:00:00,31.97
4/27/2016 16:00:00,32.1
4/28/2016 16:00:00,32.99
4/29/2016 16:00:00,34.97
5/2/2016 16:00:00,34.34
5/3/2016 16:00:00,33.83
5/4/2016 16:00:00,32.35
5/5/2016 16:00:00,32.86
5/6/2016 16:00:00,34.13
5/9/2016 16:00:00,31.83
5/10/2016 16:00:00,33.03
5/11/2016 16:00:00,33.88
5/12/2016 16:00:00,33.21
5/13/2016 16:00:00,34.07
5/16/2016 16:00:00,35.42
5/17/2016 16:00:00,35.55
5/18/2016 16:00:00,33.52
5/19/2016 16:00:00,34.14
5/20/2016 16:00:00,33.73
5/23/2016 16:00:00,33.83
5/24/2016 16:00:00,31.74
5/25/2016 16:00:00,32.38
5/26/2016 16:00:00,32.45
5/27/2016 16:00:00,31.96
5/31/2016 16:00:00,32.41
6/1/2016 16:00:00,32.66
6/2/2016 16:00:00,32.35
6/3/2016 16:00:00,35.4
6/6/2016 16:00:00,35.43
6/7/2016 16:00:00,34.95
6/8/2016 16:00:00,35.38
6/9/2016 16:00:00,35.9
6/10/2016 16:00:00,35.79
6/13/2016 16:00:00,35.89
6/14/2016 16:00:00,35.15
6/15/2016 16:00:00,36.24
6/16/2016 16:00:00,35.61
6/17/2016 16:00:00,35.65
6/20/2016 16:00:00,35.33
6/21/2016 16:00:00,34.83
6/22/2016 16:00:00,35.72
6/23/2016 16:00:00,35.39
6/24/2016 16:00:00,37.19
6/27/2016 16:00:00,37.69
6/28/2016 16:00:00,37.17
6/29/2016 16:00:00,37.69
6/30/2016 16:00:00,39.12
7/1/2016 16:00:00,40.34
7/5/2016 16:00:00,40.38
7/6/2016 16:00:00,41.42
7/7/2016 16:00:00,40.96
7/8/2016 16:00:00,41.14
7/11/2016 16:00:00,41.06
7/12/2016 16:00:00,39.96
7/13/2016 16:00:00,40.88
7/14/2016 16:00:00,41.62
7/15/2016 16:00:00,41.33
7/18/2016 16:00:00,41.63
7/19/2016 16:00:00,41.39
7/20/2016 16:00:00,39.29
7/21/2016 16:00:00,40.52
7/22/2016 16:00:00,41.27
7/25/2016 16:00:00,40.13
7/26/2016 16:00:00,41.13
7/27/2016 16:00:00,42.32
7/28/2016 16:00:00,42.67
7/29/2016 16:00:00,44
8/1/2016 16:00:00,44.16
8/2/2016 16:00:00,45.86
8/3/2016 16:00:00,45.02
8/4/2016 16:00:00,44.91
8/5/2016 16:00:00,44.43
8/8/2016 16:00:00,44.65
8/9/2016 16:00:00,45
8/10/2016 16:00:00,45.57
8/11/2016 16:00:00,45.43
8/12/2016 16:00:00,45.17
8/15/2016 16:00:00,44.92
8/16/2016 16:00:00,44.29
8/17/2016 16:00:00,44
8/18/2016 16:00:00,44.43
8/19/2016 16:00:00,44.17
8/22/2016 16:00:00,43.32
8/23/2016 16:00:00,43.15
8/24/2016 16:00:00,39.85
8/25/2016 16:00:00,40.16
8/26/2016 16:00:00,39.93
8/29/2016 16:00:00,40.91
8/30/2016 16:00:00,38.6
8/31/2016 16:00:00,38.24
9/1/2016 16:00:00,39.43
9/2/2016 16:00:00,40.52
9/6/2016 16:00:00,42
9/7/2016 16:00:00,42.09
9/8/2016 16:00:00,41.59
9/9/2016 16:00:00,39.3
9/12/2016 16:00:00,40.36
9/13/2016 16:00:00,39.02
9/14/2016 16:00:00,38.6
9/15/2016 16:00:00,39.2
9/16/2016 16:00:00,38.26
9/19/2016 16:00:00,38.43
9/20/2016 16:00:00,38.15
9/21/2016 16:00:00,41.03
9/22/2016 16:00:00,40.77
9/23/2016 16:00:00,39.56
9/26/2016 16:00:00,39.26
9/27/2016 16:00:00,38.48
9/28/2016 16:00:00,39.21
9/29/2016 16:00:00,39.05
9/30/2016 16:00:00,39.29
10/3/2016 16:00:00,38.1
10/4/2016 16:00:00,34.25
10/5/2016 16:00:00,34.59
10/6/2016 16:00:00,34.05
10/7/2016 16:00:00,33.97
10/10/2016 16:00:00,34.06
10/11/2016 16:00:00,33.85
10/12/2016 16:00:00,34.52
10/13/2016 16:00:00,34.81
10/14/2016 16:00:00,34.23
10/17/2016 16:00:00,35.03
10/18/2016 16:00:00,36.17
10/19/2016 16:00:00,36.98
10/20/2016 16:00:00,37.01
10/21/2016 16:00:00,36.35
10/24/2016 16:00:00,35.84
10/25/2016 16:00:00,36.59
10/26/2016 16:00:00,36.18
10/27/2016 16:00:00,34.79
10/28/2016 16:00:00,35.38
10/31/2016 16:00:00,37.04
11/1/2016 16:00:00,37.95
11/2/2016 16:00:00,37.18
11/3/2016 16:00:00,37.75
11/4/2016 16:00:00,37.8
11/7/2016 16:00:00,36.49
11/8/2016 16:00:00,36.06
11/9/2016 16:00:00,37.04
11/10/2016 16:00:00,34.68
11/11/2016 16:00:00,31.59
11/14/2016 16:00:00,32.6
11/15/2016 16:00:00,33.91
11/16/2016 16:00:00,33.76
11/17/2016 16:00:00,32.7
11/18/2016 16:00:00,32.69
11/21/2016 16:00:00,33.07
11/22/2016 16:00:00,33.2
11/23/2016 16:00:00,31.5
11/25/2016 16:00:00,31.92
11/28/2016 16:00:00,33.45
11/29/2016 16:00:00,33.55
11/30/2016 16:00:00,32.44
12/1/2016 16:00:00,32.27
12/2/2016 16:00:00,33.58
12/5/2016 16:00:00,33.48
12/6/2016 16:00:00,33.02
12/7/2016 16:00:00,33.62
12/8/2016 16:00:00,33.87
12/9/2016 16:00:00,32.79
12/12/2016 16:00:00,32.6
12/13/2016 16:00:00,33.87
12/14/2016 16:00:00,31.68
12/15/2016 16:00:00,30.91
12/16/2016 16:00:00,31.66
12/19/2016 16:00:00,31.78
12/20/2016 16:00:00,31.66
12/21/2016 16:00:00,31.55
12/22/2016 16:00:00,31.44
12/23/2016 16:00:00,32.46
12/27/2016 16:00:00,32.59
12/28/2016 16:00:00,32.78
12/29/2016 16:00:00,35.27
12/30/2016 16:00:00,34.07
1/3/2017 16:00:00,34.63
1/4/2017 16:00:00,34.96
1/5/2017 16:00:00,36.57
1/6/2017 16:00:00,35.42
1/9/2017 16:00:00,35.36
1/10/2017 16:00:00,35.08
1/11/2017 16:00:00,34.37
1/12/2017 16:00:00,34.47
1/13/2017 16:00:00,34.53
1/17/2017 16:00:00,35.14
1/18/2017 16:00:00,35.26
1/19/2017 16:00:00,34.93
1/20/2017 16:00:00,35.04
1/23/2017 16:00:00,35.88
1/24/2017 16:00:00,36.04
1/25/2017 16:00:00,34.95
1/26/2017 16:00:00,34.19
1/27/2017 16:00:00,34.38
1/30/2017 16:00:00,34.97
1/31/2017 16:00:00,36.28
2/1/2017 16:00:00,35.87
2/2/2017 16:00:00,36.68
2/3/2017 16:00:00,36.76
2/6/2017 16:00:00,37.94
2/7/2017 16:00:00,37.32
2/8/2017 16:00:00,37.85
2/9/2017 16:00:00,37.2
2/10/2017 16:00:00,37.65
2/13/2017 16:00:00,37.38
2/14/2017 16:00:00,37.09
2/15/2017 16:00:00,37.03
2/16/2017 16:00:00,37.57
2/17/2017 16:00:00,37.01
2/21/2017 16:00:00,37.44
2/22/2017 16:00:00,36
2/23/2017 16:00:00,35.86
2/24/2017 16:00:00,36.08
2/27/2017 16:00:00,33.97
2/28/2017 16:00:00,34.24
3/1/2017 16:00:00,34.42
3/2/2017 16:00:00,33.6
3/3/2017 16:00:00,34.07
3/6/2017 16:00:00,33.01
3/7/2017 16:00:00,32.98
3/8/2017 16:00:00,32.89
3/9/2017 16:00:00,32.6
3/10/2017 16:00:00,32.94
3/13/2017 16:00:00,33.02
3/14/2017 16:00:00,32.4
3/15/2017 16:00:00,34.1
3/16/2017 16:00:00,32.81
3/17/2017 16:00:00,32.84
3/20/2017 16:00:00,33.56
3/21/2017 16:00:00,34.03
3/22/2017 16:00:00,33.84
3/23/2017 16:00:00,33.62
3/24/2017 16:00:00,33.48
3/27/2017 16:00:00,33.91
3/28/2017 16:00:00,33
3/29/2017 16:00:00,33.19
3/30/2017 16:00:00,32.93
3/31/2017 16:00:00,32.96
4/3/2017 16:00:00,33.89
4/4/2017 16:00:00,34.19
4/5/2017 16:00:00,34.31
4/6/2017 16:00:00,34.17
4/7/2017 16:00:00,34.31
4/10/2017 16:00:00,34.61
4/11/2017 16:00:00,35.13
4/12/2017 16:00:00,35.08
4/13/2017 16:00:00,34.5
4/17/2017 16:00:00,34.59
4/18/2017 16:00:00,34.32
4/19/2017 16:00:00,33.52
4/20/2017 16:00:00,33.67
4/21/2017 16:00:00,34.13
4/24/2017 16:00:00,33.71
4/25/2017 16:00:00,32.89
4/26/2017 16:00:00,32.98
4/27/2017 16:00:00,32.91
4/28/2017 16:00:00,33.81
5/1/2017 16:00:00,32.68
5/2/2017 16:00:00,33.01
5/3/2017 16:00:00,32.69
5/4/2017 16:00:00,32.28
5/5/2017 16:00:00,32.73
5/8/2017 16:00:00,32.68
5/9/2017 16:00:00,32.76
5/10/2017 16:00:00,32.95
5/11/2017 16:00:00,33.48
5/12/2017 16:00:00,33.75
5/15/2017 16:00:00,33.87
5/16/2017 16:00:00,33.75
5/17/2017 16:00:00,34.26
5/18/2017 16:00:00,33.31
5/19/2017 16:00:00,33.63
5/22/2017 16:00:00,33.68
5/23/2017 16:00:00,33.05
5/24/2017 16:00:00,33.66
5/25/2017 16:00:00,33.43
5/26/2017 16:00:00,34.11
5/30/2017 16:00:00,33.97
5/31/2017 16:00:00,34.15
6/1/2017 16:00:00,34.02
6/2/2017 16:00:00,34.03
6/5/2017 16:00:00,33.84
6/6/2017 16:00:00,35.4
6/7/2017 16:00:00,35.51
6/8/2017 16:00:00,35.02
6/9/2017 16:00:00,34.3
6/12/2017 16:00:00,34.38
6/13/2017 16:00:00,34.48
6/14/2017 16:00:00,33.72
6/15/2017 16:00:00,33.04
6/16/2017 16:00:00,32.84
6/19/2017 16:00:00,32.88
6/20/2017 16:00:00,32.84
6/21/2017 16:00:00,33.15
6/22/2017 16:00:00,33.5
6/23/2017 16:00:00,33.81
6/26/2017 16:00:00,33.77
6/27/2017 16:00:00,33.07
6/28/2017 16:00:00,33.04
6/29/2017 16:00:00,32.23
6/30/2017 16:00:00,32.39
7/3/2017 16:00:00,31.89
7/5/2017 16:00:00,32.68
7/6/2017 16:00:00,32.28
7/7/2017 16:00:00,32.03
7/10/2017 16:00:00,32.53
7/11/2017 16:00:00,32.95
7/12/2017 16:00:00,33.17
7/13/2017 16:00:00,32.94
7/14/2017 16:00:00,33.3
7/17/2017 16:00:00,33.73
7/18/2017 16:00:00,33.71
7/19/2017 16:00:00,33.88
7/20/2017 16:00:00,33.92
7/21/2017 16:00:00,34.39
7/24/2017 16:00:00,33.9
7/25/2017 16:00:00,36.24
7/26/2017 16:00:00,36.96
7/27/2017 16:00:00,36.44
7/28/2017 16:00:00,37.06
7/31/2017 16:00:00,37.17
8/1/2017 16:00:00,36.98
8/2/2017 16:00:00,36.87
8/3/2017 16:00:00,36.59
8/4/2017 16:00:00,36.15
8/7/2017 16:00:00,36.17
8/8/2017 16:00:00,35.74
8/9/2017 16:00:00,36.1
8/10/2017 16:00:00,36.44
8/11/2017 16:00:00,36.53
8/14/2017 16:00:00,36.02
8/15/2017 16:00:00,35.77
8/16/2017 16:00:00,36.13
8/17/2017 16:00:00,36.05
8/18/2017 16:00:00,35.83
8/21/2017 16:00:00,36.61
8/22/2017 16:00:00,36.5
8/23/2017 16:00:00,36.98
8/24/2017 16:00:00,36.82
8/25/2017 16:00:00,36.99
8/28/2017 16:00:00,38.3
8/29/2017 16:00:00,38.04
8/30/2017 16:00:00,38.06
8/31/2017 16:00:00,38.34
9/1/2017 16:00:00,38.66
9/5/2017 16:00:00,38.75
9/6/2017 16:00:00,38.38
9/7/2017 16:00:00,39.6
9/8/2017 16:00:00,39.31
9/11/2017 16:00:00,38.22
9/12/2017 16:00:00,38.35
9/13/2017 16:00:00,37.88
9/14/2017 16:00:00,38.06
9/15/2017 16:00:00,37.85
9/18/2017 16:00:00,37.78
9/19/2017 16:00:00,38.09
9/20/2017 16:00:00,37.63
9/21/2017 16:00:00,37.43
9/22/2017 16:00:00,37.89
9/25/2017 16:00:00,38.63
9/26/2017 16:00:00,37.97
9/27/2017 16:00:00,37.21
9/28/2017 16:00:00,37.62
9/29/2017 16:00:00,37.51
10/2/2017 16:00:00,37.88
10/3/2017 16:00:00,38.23
10/4/2017 16:00:00,38.08
10/5/2017 16:00:00,37.95
10/6/2017 16:00:00,38.06
10/9/2017 16:00:00,38.28
10/10/2017 16:00:00,37.9
10/11/2017 16:00:00,38.08
10/12/2017 16:00:00,38.39
10/13/2017 16:00:00,38.59
10/16/2017 16:00:00,37.99
10/17/2017 16:00:00,38.35
10/18/2017 16:00:00,37.86
10/19/2017 16:00:00,37.84
10/20/2017 16:00:00,37.79
10/23/2017 16:00:00,37.37
10/24/2017 16:00:00,37.13
10/25/2017 16:00:00,36.75
10/26/2017 16:00:00,35.81
10/27/2017 16:00:00,35.8
10/30/2017 16:00:00,36.23
10/31/2017 16:00:00,36.16
11/1/2017 16:00:00,35.69
11/2/2017 16:00:00,36.48
11/3/2017 16:00:00,36.04
11/6/2017 16:00:00,36.37
11/7/2017 16:00:00,36.04
11/8/2017 16:00:00,36.31
11/9/2017 16:00:00,35.88
11/10/2017 16:00:00,35.52
11/13/2017 16:00:00,35.71
11/14/2017 16:00:00,36.28
11/15/2017 16:00:00,36.08
11/16/2017 16:00:00,36.09
11/17/2017 16:00:00,36.21
11/20/2017 16:00:00,36.33
11/21/2017 16:00:00,36.37
11/22/2017 16:00:00,36.71
11/24/2017 13:00:00,36.68
11/27/2017 16:00:00,37.1
11/28/2017 16:00:00,37.14
11/29/2017 16:00:00,36.6
11/30/2017 16:00:00,36.99
12/1/2017 16:00:00,37.19
12/4/2017 16:00:00,36.84
12/5/2017 16:00:00,36.2
12/6/2017 16:00:00,35.83
12/7/2017 16:00:00,35.92
12/8/2017 16:00:00,35.4
12/11/2017 16:00:00,34.67
12/12/2017 16:00:00,34.59
12/13/2017 16:00:00,35.75
12/14/2017 16:00:00,35.9
12/15/2017 16:00:00,35.87
12/18/2017 16:00:00,36.65
12/19/2017 16:00:00,36.35
12/20/2017 16:00:00,36.61
12/21/2017 16:00:00,36.73
12/22/2017 16:00:00,36.92
12/26/2017 16:00:00,37.57
12/27/2017 16:00:00,37.6
12/28/2017 16:00:00,37.51
12/29/2017 16:00:00,37.52
1/2/2018 16:00:00,38.16
1/3/2018 16:00:00,37.84
1/4/2018 16:00:00,38.26
1/5/2018 16:00:00,38.4
1/8/2018 16:00:00,38.36
1/9/2018 16:00:00,38.11
1/10/2018 16:00:00,38.34
1/11/2018 16:00:00,38.84
1/12/2018 16:00:00,39.79
1/16/2018 16:00:00,40
1/17/2018 16:00:00,39.45
1/18/2018 16:00:00,39.24
1/19/2018 16:00:00,39.47
1/22/2018 16:00:00,39.66
1/23/2018 16:00:00,40.32
1/24/2018 16:00:00,41.57
1/25/2018 16:00:00,40.77
1/26/2018 16:00:00,41.05
1/29/2018 16:00:00,40.08
1/30/2018 16:00:00,40.1
1/31/2018 16:00:00,40.51
2/1/2018 16:00:00,40.36
2/2/2018 16:00:00,38.97
2/5/2018 16:00:00,37.8
2/6/2018 16:00:00,37.63
2/7/2018 16:00:00,37.03
2/8/2018 16:00:00,36.61
2/9/2018 16:00:00,36.76
2/12/2018 16:00:00,36.91
2/13/2018 16:00:00,37.02
2/14/2018 16:00:00,39
2/15/2018 16:00:00,39.41
2/16/2018 16:00:00,39.11
2/20/2018 16:00:00,38.39
2/21/2018 16:00:00,38.16
2/22/2018 16:00:00,37.63
2/23/2018 16:00:00,38.69
2/26/2018 16:00:00,39.32
2/27/2018 16:00:00,38.44
2/28/2018 16:00:00,38.2
3/1/2018 16:00:00,38.11
3/2/2018 16:00:00,37.93
3/5/2018 16:00:00,38.28
3/6/2018 16:00:00,38.85
3/7/2018 16:00:00,37.7
3/8/2018 16:00:00,37.66
3/9/2018 16:00:00,37.71
3/12/2018 16:00:00,37.98
3/13/2018 16:00:00,38.22
3/14/2018 16:00:00,38.19
3/15/2018 16:00:00,37.31
3/16/2018 16:00:00,37.39
3/19/2018 16:00:00,37.47
3/20/2018 16:00:00,37.3
3/21/2018 16:00:00,38.22
3/22/2018 16:00:00,37.61
3/23/2018 16:00:00,38.76
3/26/2018 16:00:00,39.89
3/27/2018 16:00:00,39.03
3/28/2018 16:00:00,38.39
3/29/2018 16:00:00,39.07
4/2/2018 16:00:00,39.27
4/3/2018 16:00:00,38.83
4/4/2018 16:00:00,38.99
4/5/2018 16:00:00,39.27
4/6/2018 16:00:00,39.29
4/9/2018 16:00:00,38.58
4/10/2018 16:00:00,39.47
4/11/2018 16:00:00,40.64
4/12/2018 16:00:00,40.4
4/13/2018 16:00:00,41.6
4/16/2018 16:00:00,41.42
4/17/2018 16:00:00,41.38
4/18/2018 16:00:00,41.09
4/19/2018 16:00:00,41.94
4/20/2018 16:00:00,41.35
4/23/2018 16:00:00,41.06
4/24/2018 16:00:00,41.05
4/25/2018 16:00:00,40.52
4/26/2018 16:00:00,40.77
4/27/2018 16:00:00,40.66
4/30/2018 16:00:00,39.29
5/1/2018 16:00:00,39.22
5/2/2018 16:00:00,39.19
5/3/2018 16:00:00,39.81
5/4/2018 16:00:00,39.65
5/7/2018 16:00:00,39.87
5/8/2018 16:00:00,39.98
5/9/2018 16:00:00,39.96
5/10/2018 16:00:00,40.42
5/11/2018 16:00:00,40.39
5/14/2018 16:00:00,40.39
5/15/2018 16:00:00,39.51
5/16/2018 16:00:00,39.69
5/17/2018 16:00:00,39.36
5/18/2018 16:00:00,39.36
5/21/2018 16:00:00,39.37
5/22/2018 16:00:00,38.79
5/23/2018 16:00:00,39.59
5/24/2018 16:00:00,39.97
5/25/2018 16:00:00,39.44
5/29/2018 16:00:00,38.93
5/30/2018 16:00:00,39.19
5/31/2018 16:00:00,39.19
6/1/2018 16:00:00,38.64
6/4/2018 16:00:00,38.25
6/5/2018 16:00:00,38.55
6/6/2018 16:00:00,38.66
6/7/2018 16:00:00,38.58
