Date,Close
3/4/2015 16:00:00,5901.6
3/5/2015 16:00:00,5904.2
3/6/2015 16:00:00,5898.9
3/9/2015 16:00:00,5821.3
3/10/2015 16:00:00,5824.2
3/11/2015 16:00:00,5793.2
3/12/2015 16:00:00,5850.2
3/13/2015 16:00:00,5814.5
3/16/2015 16:00:00,5797.7
3/17/2015 16:00:00,5842.1
3/18/2015 16:00:00,5842.3
3/19/2015 16:00:00,5950.8
3/20/2015 16:00:00,5975.5
3/23/2015 16:00:00,5956.1
3/24/2015 16:00:00,5969.1
3/25/2015 16:00:00,5973.3
3/26/2015 16:00:00,5879.1
3/27/2015 16:00:00,5919.9
3/30/2015 16:00:00,5846.1
3/31/2015 16:00:00,5891.5
4/1/2015 16:00:00,5860.8
4/2/2015 16:00:00,5898.6
4/7/2015 16:00:00,5926
4/8/2015 16:00:00,5960.7
4/9/2015 16:00:00,5932.2
4/10/2015 16:00:00,5968.4
4/13/2015 16:00:00,5960.3
4/14/2015 16:00:00,5946.6
4/15/2015 16:00:00,5908.4
4/16/2015 16:00:00,5947.5
4/17/2015 16:00:00,5877.9
4/20/2015 16:00:00,5833.1
4/21/2015 16:00:00,5872.3
4/22/2015 16:00:00,5837.5
4/23/2015 16:00:00,5844.8
4/24/2015 16:00:00,5933.3
4/27/2015 16:00:00,5982.7
4/28/2015 16:00:00,5948.5
4/29/2015 16:00:00,5838.6
4/30/2015 16:00:00,5790
5/1/2015 16:00:00,5814.4
5/4/2015 16:00:00,5827.5
5/5/2015 16:00:00,5826.5
5/6/2015 16:00:00,5692.2
5/7/2015 16:00:00,5645.7
5/8/2015 16:00:00,5634.6
5/11/2015 16:00:00,5625.2
5/12/2015 16:00:00,5674.7
5/13/2015 16:00:00,5715.1
5/14/2015 16:00:00,5696.6
5/15/2015 16:00:00,5735.5
5/18/2015 16:00:00,5659.2
5/19/2015 16:00:00,5615.5
5/20/2015 16:00:00,5610.3
5/21/2015 16:00:00,5662.3
5/22/2015 16:00:00,5664.7
5/25/2015 16:00:00,5721.5
5/26/2015 16:00:00,5773.4
5/27/2015 16:00:00,5725.3
5/28/2015 16:00:00,5713.1
5/29/2015 16:00:00,5777.2
6/1/2015 16:00:00,5735.4
6/2/2015 16:00:00,5636
6/3/2015 16:00:00,5583.6
6/4/2015 16:00:00,5504.3
6/5/2015 16:00:00,5498.5
6/9/2015 16:00:00,5471.3
6/10/2015 16:00:00,5478.6
6/11/2015 16:00:00,5556.7
6/12/2015 16:00:00,5545.3
6/15/2015 16:00:00,5538.8
6/16/2015 16:00:00,5535.8
6/17/2015 16:00:00,5595.4
6/18/2015 16:00:00,5524.9
6/19/2015 16:00:00,5597
6/22/2015 16:00:00,5610.2
6/23/2015 16:00:00,5684.3
6/24/2015 16:00:00,5686.8
6/25/2015 16:00:00,5632.7
6/26/2015 16:00:00,5545.9
6/29/2015 16:00:00,5422.5
6/30/2015 16:00:00,5459
7/1/2015 16:00:00,5515.7
7/2/2015 16:00:00,5599.8
7/3/2015 16:00:00,5538.3
7/6/2015 16:00:00,5475
7/7/2015 16:00:00,5581.4
7/8/2015 16:00:00,5469.5
7/9/2015 16:00:00,5471
7/10/2015 16:00:00,5492
7/13/2015 16:00:00,5473.2
7/14/2015 16:00:00,5577.4
7/15/2015 16:00:00,5636.2
7/16/2015 16:00:00,5669.6
7/17/2015 16:00:00,5670.1
7/20/2015 16:00:00,5686.9
7/21/2015 16:00:00,5706.7
7/22/2015 16:00:00,5614.6
7/23/2015 16:00:00,5590.3
7/24/2015 16:00:00,5566.1
7/27/2015 16:00:00,5589.9
7/28/2015 16:00:00,5584.7
7/29/2015 16:00:00,5624.2
7/30/2015 16:00:00,5669.5
7/31/2015 16:00:00,5699.2
8/3/2015 16:00:00,5679.3
8/4/2015 16:00:00,5697.9
8/5/2015 16:00:00,5674
8/6/2015 16:00:00,5610.1
8/7/2015 16:00:00,5474.8
8/10/2015 16:00:00,5509.2
8/11/2015 16:00:00,5473.2
8/12/2015 16:00:00,5382.1
8/13/2015 16:00:00,5387.9
8/14/2015 16:00:00,5356.5
8/17/2015 16:00:00,5367.7
8/18/2015 16:00:00,5303.1
8/19/2015 16:00:00,5380.2
8/20/2015 16:00:00,5288.6
8/21/2015 16:00:00,5214.6
8/24/2015 16:00:00,5001.3
8/25/2015 16:00:00,5137.3
8/26/2015 16:00:00,5172.8
8/27/2015 16:00:00,5233.3
8/28/2015 16:00:00,5263.6
8/31/2015 16:00:00,5207
9/1/2015 16:00:00,5096.4
9/2/2015 16:00:00,5101.5
9/3/2015 16:00:00,5027.8
9/4/2015 16:00:00,5040.6
9/7/2015 16:00:00,5030.4
9/8/2015 16:00:00,5115.2
9/9/2015 16:00:00,5221.1
9/10/2015 16:00:00,5095
9/11/2015 16:00:00,5071.1
9/14/2015 16:00:00,5096.5
9/15/2015 16:00:00,5018.4
9/16/2015 16:00:00,5098.9
9/17/2015 16:00:00,5146.8
9/18/2015 16:00:00,5170.5
9/21/2015 16:00:00,5066.2
9/22/2015 16:00:00,5103.6
9/23/2015 16:00:00,4998.1
9/24/2015 16:00:00,5071.7
9/25/2015 16:00:00,5042.1
9/28/2015 16:00:00,5113.5
9/29/2015 16:00:00,4918.4
9/30/2015 16:00:00,5021.6
10/1/2015 16:00:00,5112.1
10/2/2015 16:00:00,5052
10/5/2015 16:00:00,5150.5
10/6/2015 16:00:00,5167.4
10/7/2015 16:00:00,5197.9
10/8/2015 16:00:00,5210.4
10/9/2015 16:00:00,5279.7
10/12/2015 16:00:00,5232.9
10/13/2015 16:00:00,5202.9
