Date,Close
3/3/2015 16:00:00,199.93
3/4/2015 16:00:00,198.97
3/5/2015 16:00:00,199.1
3/6/2015 16:00:00,197.66
3/9/2015 16:00:00,199.74
3/10/2015 16:00:00,197.58
3/11/2015 16:00:00,197.21
3/12/2015 16:00:00,198.78
3/13/2015 16:00:00,197.11
3/16/2015 16:00:00,202.11
3/17/2015 16:00:00,200.67
3/18/2015 16:00:00,202.6
3/19/2015 16:00:00,202.19
3/20/2015 16:00:00,203.77
3/23/2015 16:00:00,202.92
3/24/2015 16:00:00,203.3
3/25/2015 16:00:00,199.02
3/26/2015 16:00:00,200.56
3/27/2015 16:00:00,202.23
3/30/2015 16:00:00,204.89
3/31/2015 16:00:00,202.96
4/1/2015 16:00:00,198.76
4/2/2015 16:00:00,198.72
4/6/2015 16:00:00,200.53
4/7/2015 16:00:00,200.15
4/8/2015 16:00:00,200.81
4/9/2015 16:00:00,201.44
4/10/2015 16:00:00,200.4
4/13/2015 16:00:00,197.05
4/14/2015 16:00:00,197.34
4/15/2015 16:00:00,197.21
4/16/2015 16:00:00,197.12
4/17/2015 16:00:00,194.82
4/20/2015 16:00:00,196.8
4/21/2015 16:00:00,196.29
4/22/2015 16:00:00,197.63
4/23/2015 16:00:00,197.2
4/24/2015 16:00:00,195.37
4/27/2015 16:00:00,193.84
4/28/2015 16:00:00,194.02
4/29/2015 16:00:00,191.29
4/30/2015 16:00:00,186.6
5/1/2015 16:00:00,189
5/4/2015 16:00:00,189.69
5/5/2015 16:00:00,187.35
5/6/2015 16:00:00,186.83
5/7/2015 16:00:00,188.21
5/8/2015 16:00:00,190.48
5/11/2015 16:00:00,190.47
5/12/2015 16:00:00,190.61
5/13/2015 16:00:00,191
5/14/2015 16:00:00,193.05
5/15/2015 16:00:00,192.36
5/18/2015 16:00:00,193.08
5/19/2015 16:00:00,193.38
5/20/2015 16:00:00,193.25
5/21/2015 16:00:00,193.11
5/22/2015 16:00:00,192.86
5/26/2015 16:00:00,190.51
5/27/2015 16:00:00,191.35
5/28/2015 16:00:00,190.12
5/29/2015 16:00:00,188.2
6/1/2015 16:00:00,191.07
6/2/2015 16:00:00,190.77
6/3/2015 16:00:00,191.89
6/4/2015 16:00:00,190.17
6/5/2015 16:00:00,189.33
6/8/2015 16:00:00,189.37
6/9/2015 16:00:00,189.35
6/10/2015 16:00:00,189.28
6/11/2015 16:00:00,191.48
6/12/2015 16:00:00,190.98
6/15/2015 16:00:00,189.92
6/16/2015 16:00:00,190.82
6/17/2015 16:00:00,191.02
6/18/2015 16:00:00,192.75
6/19/2015 16:00:00,191.14
